"economy","economycode","wpid_random","wgt","female","age","educ","inc_q","emp_in","urbanicity_f2f","account","account_fin","account_mob","fin1_1a","fin1_1b","fin2","fin4","fin4a","fin5","fin6","fin7","fin8","fin8a","fin8b","fin9","fin9a","fin10","fin10a","fin10b","fin11_1","fin11a","fin11b","fin11c","fin11d","fin11e","fin11f","fin11g","fin11h","fin13a","fin13b","fin13c","fin13d","fin14_1","fin14_2","fin14_2_China","fin14a","fin14a1","fin14b","fin14c","fin14c_2","fin14c_2_China","fin16","fin17a","fin17a1","fin17b","fin20","fin22a","fin22b","fin22c","fin24","fin24a","fin24b","fin26","fin27_1","fin27c1","fin27c2","fin28","fin29_1","fin29c1","fin29c2","fin30","fin31a","fin31b","fin31b1","fin31b1_China","fin31c","fin32","fin33","fin34a","fin34b","fin34d","fin34e","fin35","fin37","fin38","fin39a","fin39b","fin39d","fin39e","fin42","fin42a","fin43a","fin43b","fin43d","fin43e","fin44a","fin44b","fin44c","fin44d","fin45","fin45_1","fin45_1_China","saved","borrowed","receive_wages","receive_transfers","receive_pension","receive_agriculture","pay_utilities","remittances","mobileowner","internetaccess","anydigpayment","merchantpay_dig"
"Morocco","MAR",203738902,0.425260109350366,1,20,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,1,2,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,1,3,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,4,1,2,2,2,1,,1,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",146558163,0.310240477118677,2,38,2,2,1,,1,1,0,2,2,1,2,,2,1,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,1,3,1,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,2,2,2,1,,1,0,4,1,4,4,2,3,1,1,1,0
"Morocco","MAR",150699548,0.304282530053073,2,30,3,5,1,,1,1,0,,,1,1,1,1,1,2,,,,1,1,1,1,3,,,,,,,,,,,,,,2,2,,1,2,1,2,1,,1,2,,2,2,2,2,,3,3,3,1,1,,,1,2,1,1,1,1,2,1,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,1,1,1,1,1,1
"Morocco","MAR",114697805,0.508775167186646,2,39,1,1,1,,1,1,1,1,2,1,2,,2,2,2,,,,1,2,2,,1,,,,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,1,,2,3,3,1,2,2,1,2,,,,1,2,2,,,1,2,,,,,,,1,2,1,1,,,2,,,,,,1,1,1,1,5,1,,0,1,4,1,4,4,2,2,1,1,1,0
"Morocco","MAR",188942359,2.12069843812153,2,63,3,3,2,,1,1,0,1,2,1,1,1,1,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,1,2,,1,1,1,2,1,,2,2,,2,2,2,2,,2,3,3,1,1,,,2,,,,1,2,1,2,,,2,,,,,,,2,1,2,2,2,2,2,,,,,,2,2,2,4,2,2,,0,0,4,4,3,4,1,1,1,1,1,1
"Morocco","MAR",177247049,2.30016848734784,2,,1,1,1,,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,1,,,2,,,,,,2,1,1,1,2,1,,0,1,4,1,4,4,2,5,1,2,1,0
"Morocco","MAR",184973710,0.307510817385532,2,35,2,5,1,,1,1,1,2,2,1,1,2,2,1,2,,,,1,1,1,1,1,,,,,,,,,,2,1,2,1,2,,,2,1,1,2,1,,2,2,2,2,2,2,1,,2,2,1,1,2,1,2,1,1,,,1,1,1,2,,,1,2,1,2,,,1,1,2,2,2,2,2,2,,,,,,1,1,2,2,2,1,,0,1,1,3,4,4,1,1,1,1,1,0
"Morocco","MAR",137128740,0.691611106416501,1,19,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,,,,,2,,,2,2,1,2,1,,2,2,,2,1,2,1,,4,1,1,2,,,,1,2,1,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,1,1,4,1,,0,1,2,4,4,4,4,3,1,1,0,0
"Morocco","MAR",192821083,1.21246959829288,1,36,1,4,2,,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,5,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",174279682,0.873250245212214,2,50,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,1,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,3,1,,0,1,4,2,4,4,2,5,1,2,0,0
"Morocco","MAR",134329025,0.775036853587254,2,24,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",147677946,0.470423923440477,2,53,3,5,1,,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,3,1,1,,,2,,,,1,2,2,,,1,1,2,1,2,,,2,1,2,1,2,,,2,,,,,,2,3,3,3,,2,,1,0,1,1,4,4,2,1,1,1,1,0
"Morocco","MAR",156759461,0.304282530053073,2,25,3,3,1,,1,1,0,2,2,1,1,2,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,3,2,1,1,,,1,1,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,2,3,3,1,1,,1,1,2,4,4,4,2,1,1,1,1,0
"Morocco","MAR",174876070,0.398252301455218,1,37,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,3,2,3,2,2,3,1,2,2,,,,,2,,,2,2,2,,,,1,2,,1,2,2,1,1,3,1,2,2,,,,2,,,,1,2,2,,,1,1,2,2,2,1,,,2,2,,,,,2,,,,,,4,2,2,1,4,2,,1,1,2,4,4,4,2,5,1,2,0,0
"Morocco","MAR",136426380,0.744510977814371,1,50,1,1,1,,1,1,0,,,2,,,,,,,,,,,,,,,2,2,2,2,2,1,2,3,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,1,,,2,,,,,,2,,,,,,,1,2,1,2,,,2,,,,,,1,1,1,1,1,1,,0,1,4,1,4,4,4,1,1,2,1,0
"Morocco","MAR",161223271,0.331957238505276,1,38,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,1,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,2,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,1,3,2,,0,1,4,4,4,4,4,4,1,1,0,0
"Morocco","MAR",147618265,0.585997129429345,2,34,1,5,1,,1,1,0,2,2,1,1,1,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,1,,2,2,2,2,,1,3,3,1,2,1,2,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,5,3,,1,0,4,4,4,4,2,2,1,1,1,1
"Morocco","MAR",128223123,4.38809938109656,1,50,1,1,2,,0,0,0,,,2,,,,,,,,,,,,,,3,2,2,2,2,3,1,3,3,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,2,3,2,2,,0,0,4,4,4,4,4,5,1,2,0,0
"Morocco","MAR",155072241,2.56601156415743,2,64,3,5,2,,1,1,0,1,2,1,1,1,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,2,2,,3,3,2,2,,,,2,,,,1,1,2,2,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,1,2,,0,0,4,4,4,4,1,5,1,1,1,1
"Morocco","MAR",124967363,0.551336811124775,1,20,2,2,1,,1,1,0,1,2,1,2,,1,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,2,2,,,,2,,,,2,,,,,,1,2,1,2,,,2,2,2,,,,,2,,,,,,1,1,2,4,2,1,,1,0,1,4,4,4,4,5,1,1,1,0
"Morocco","MAR",112846068,0.602459244449685,2,22,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,2,2,,,,1,2,2,1,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,3,2,2,6,2,,0,1,4,4,4,4,4,2,1,1,0,0
"Morocco","MAR",158337948,0.795875255699535,1,42,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,3,2,2,3,1,2,3,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,3,,,,,2,,,,,,2,2,5,2,5,1,,0,1,4,4,5,4,4,5,1,2,0,0
"Morocco","MAR",185498850,0.778051541457138,2,22,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,1,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,5,2,1,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,2,1,,0,1,4,4,4,4,4,1,1,1,0,0
"Morocco","MAR",154118261,1.67782530599251,2,58,1,1,1,,1,1,0,,,1,2,,2,1,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,3,1,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",170056237,0.390143934666248,2,27,2,1,1,,1,1,0,1,2,1,2,,1,2,2,,,,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,1,2,2,1,2,1,3,2,1,2,1,2,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,1,1,2,2,1,,3,2,2,1,3,2,,1,1,4,4,4,2,2,3,1,1,1,0
"Morocco","MAR",136793819,0.581659070872905,1,26,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,5,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",161458323,0.903474296591241,1,42,2,4,2,,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,2,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,3,3,2,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,4,1,,1,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",184743694,0.332626808728953,1,30,1,2,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,1,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,2,1,2,1,8,,,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,1,3,3,1,,1,1,1,4,4,4,2,5,1,1,1,0
"Morocco","MAR",210276132,2.25946796283061,1,40,1,3,2,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,5,5,2,2,5,2,,0,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",171161216,4.2505735036792,1,55,1,5,2,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,1,,1,1,2,1,2,2,2,1,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,2,1,2,2,2,2,2,,,,,,3,1,5,1,2,4,,1,1,4,4,3,4,2,3,1,1,0,0
"Morocco","MAR",169676159,0.604469668096597,2,22,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,1,2,3,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,1,2,1,2,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,0,1,4,4,4,4,4,3,1,1,0,0
"Morocco","MAR",170295180,0.330696027339951,1,36,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,2,,1,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",171836791,2.48632064247259,1,30,1,2,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,1,4,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",192670888,0.870484885374319,2,40,1,1,1,,1,1,0,,,2,,,,,,,,,,,,,,,1,1,1,3,1,1,1,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,1,2,,,,1,2,1,1,1,2,1,2,,,1,2,2,2,2,1,3,2,2,,,,,3,,,,,,3,2,2,2,4,2,,0,1,1,4,4,5,1,2,1,2,1,0
"Morocco","MAR",187195738,0.546690519589963,1,36,1,4,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,1,2,2,1,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,2,3,2,,0,1,4,4,4,4,2,2,1,1,0,0
"Morocco","MAR",141557233,0.691611106416501,1,21,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,2,2,1,,0,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",139320479,0.390143934666248,2,32,2,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,3,3,2,,,,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,4,1,1,,0,0,2,4,4,4,4,5,1,1,0,0
"Morocco","MAR",146653897,0.410829795911706,1,21,2,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,3,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,2,3,3,,2,,0,0,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",163016963,0.416345155679022,2,37,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,1,1,2,2,,,,,2,,,2,1,2,,,,2,2,,2,2,2,1,,6,2,2,3,,,,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,5,3,,3,,0,1,4,4,4,4,2,2,1,1,0,0
"Morocco","MAR",123446362,1.87592697750435,1,22,1,4,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,2,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,1,1,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",112187152,0.320613348219782,2,41,1,2,1,,1,1,1,1,2,1,2,,2,2,1,2,,2,2,,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,1,1,1,1,3,1,1,2,,,,2,,,,1,2,1,1,,,1,2,1,2,,,1,1,2,1,1,,,2,,,,,,1,1,1,1,5,1,,1,1,1,1,4,4,1,5,1,1,1,0
"Morocco","MAR",137110594,0.618570748434614,1,23,3,2,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,1,2,2,2,2,2,2,,,,,,1,1,2,3,3,1,,1,0,4,3,4,4,4,5,1,1,0,0
"Morocco","MAR",206251663,0.938836926841285,1,43,2,4,2,,1,1,0,2,1,2,,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,1,2,,4,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,3,2,1,2,4,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",204851868,0.416345155679022,2,43,2,5,1,,1,1,0,1,2,1,1,1,2,1,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,1,,2,2,2,,,,2,2,,2,2,2,2,,4,2,2,1,2,2,1,1,2,1,1,1,2,2,,,1,1,2,1,2,,,2,1,2,1,2,,,2,,,,,,1,1,1,1,2,1,,0,1,1,1,4,4,2,2,1,1,1,1
"Morocco","MAR",140415578,0.304282530053073,1,37,2,2,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,2,2,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,2,2,2,1,,0,0,4,4,4,4,2,3,1,1,0,0
"Morocco","MAR",201759199,1.82553372333141,2,18,2,5,2,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,,,,,2,,,2,2,2,,,,2,1,,2,2,2,1,,1,2,1,2,,,,1,2,1,2,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,2,,1,1,4,4,4,4,4,3,1,1,0,0
"Morocco","MAR",124260768,0.578497838418642,2,70,2,4,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,3,1,3,2,,,,,,,,,,,,,,2,,,1,2,1,2,3,,2,2,,2,2,1,1,,2,3,2,1,2,2,1,1,1,,,1,1,1,2,,,2,,,,,,,2,1,1,2,,,1,2,2,2,1,,2,2,2,3,3,2,,0,1,4,4,1,2,1,1,1,1,1,0
"Morocco","MAR",170463319,0.604756908355313,2,23,2,2,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,4,3,2,1,,0,1,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",179297198,0.674226475431117,2,16,1,4,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,1,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,2,3,3,1,2,1,1,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,3,3,1,,0,0,2,4,4,4,4,2,1,1,0,0
"Morocco","MAR",114544890,0.304282530053073,1,28,3,5,1,,1,1,0,1,2,1,2,,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,1,2,1,2,,,,1,2,1,2,1,2,2,,,1,1,2,1,2,,,1,1,2,1,2,,,2,,,,,,1,1,2,3,3,1,,1,0,1,1,4,4,2,3,1,1,1,0
"Morocco","MAR",186873209,0.691611106416501,1,19,1,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,4,1,1,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,2,1,,1,1,4,4,4,4,2,3,1,1,0,0
"Morocco","MAR",127297136,0.365646878641794,2,49,2,5,1,,1,1,0,1,2,1,2,,2,1,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,1,1,1,1,1,2,1,1,2,,,,2,,,,2,,,,,,1,1,1,2,,,2,2,2,,,,,2,,,,,,3,3,2,1,4,1,,1,1,1,4,4,4,4,5,1,1,1,0
"Morocco","MAR",174990141,0.590111894599813,2,51,2,1,1,,1,1,0,1,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,1,,2,1,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,3,1,,0,1,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",161174895,1.40328824162921,1,23,2,4,2,,1,1,1,2,2,2,,,1,1,2,,,,1,1,1,2,2,,,,,,,,,,2,1,2,1,2,,,1,2,1,1,2,,2,2,1,2,2,2,1,,2,3,2,2,,,,1,1,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,2,3,3,2,3,,1,1,4,4,4,4,4,1,1,1,1,1
"Morocco","MAR",121120751,1.11107260761682,1,40,2,5,2,,1,1,0,1,2,1,1,2,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,,,2,2,1,2,1,,2,2,,2,2,2,1,,7,,,2,,,,2,,,,1,2,2,,,1,1,2,1,2,,,1,1,2,1,2,,,2,,,,,,2,3,2,3,3,2,,0,1,1,1,4,4,2,5,1,1,1,0
"Morocco","MAR",115042431,2.48339122376213,2,31,1,4,2,,1,1,0,2,2,1,2,,2,2,2,,,,1,2,1,2,2,,,,,,,,,,,,,,2,,,2,2,2,,,,1,2,,2,2,2,2,,7,,,1,2,1,2,2,,,,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,2,1,2,6,2,3,,1,0,2,4,4,4,4,3,1,1,0,0
"Morocco","MAR",138070730,2.21607649233908,1,34,1,5,2,,1,1,0,2,2,2,,,2,2,2,,,,2,,2,,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,1,,2,2,2,2,,5,3,3,1,2,1,2,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,3,,3,,1,0,4,4,4,4,2,3,1,1,0,0
"Morocco","MAR",140288513,0.314456197568688,2,27,2,5,1,,1,1,0,1,2,1,1,2,2,2,2,,,,2,,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,3,3,2,,,,1,2,2,1,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,2,2,2,3,1,2,,1,0,4,4,4,4,2,2,1,1,1,0
"Morocco","MAR",127261468,0.913999444063591,2,47,1,4,1,,1,1,0,2,2,1,2,,2,2,2,,,,2,,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,1,1,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,5,5,5,5,,3,,0,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",160566824,0.405350682741647,2,45,1,5,1,,1,1,0,1,2,1,1,1,2,2,2,,,,1,2,1,1,1,,,,,,,,,,,,,,2,2,,2,2,2,,,,2,2,,2,2,1,2,,3,3,3,1,1,,,2,,,,2,,,,,,1,1,1,2,,,2,1,2,1,2,,,2,,,,,,2,1,2,1,1,2,,1,1,1,1,4,4,4,1,1,1,1,1
"Morocco","MAR",191508387,0.36711074211308,1,27,2,2,1,,1,1,0,1,2,1,1,1,2,1,2,,,,2,,1,1,2,,,,,,,,,,,,,,2,2,,2,2,1,2,1,,2,2,,2,2,2,2,,2,2,2,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,2,1,2,1,4,2,,0,0,4,4,4,4,4,5,1,1,1,1
"Morocco","MAR",170989535,0.852748365886886,1,19,1,2,1,,0,0,0,,,2,,,,,,,,,,,,,,2,2,2,2,2,2,1,2,1,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,2,,,,,,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,2,,0,0,4,4,4,4,4,5,1,1,0,0
"Morocco","MAR",151338508,0.551336811124775,1,18,2,3,1,,1,0,1,,,2,,,,,,,,,,,,,,,2,2,2,2,1,1,2,2,2,2,2,1,2,,,2,2,2,,,,2,2,2,2,1,2,1,,2,2,1,1,2,2,1,1,2,1,2,2,,,,,,1,2,2,2,1,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,1,1,2,4,4,4,4,2,1,1,1,0
"Morocco","MAR",126052000,0.351139417061022,2,28,3,5,1,,1,1,0,2,2,1,1,1,2,2,2,,,,1,2,1,1,2,,,,,,,,,,,,,,2,1,,2,1,2,,,,2,1,,1,1,2,1,1,1,3,2,1,2,2,1,2,,,,1,1,2,1,,,1,2,1,2,,,1,2,2,,,,,2,,,,,,1,1,2,3,1,1,,1,1,1,4,4,4,1,2,1,1,1,1
"Morocco","MAR",180562790,0.470423923440477,2,52,2,3,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,1,2,1,1,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,7,,,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,1,1,1,1,4,1,,0,0,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",169388189,0.408349543953549,2,27,1,1,1,,0,0,0,,,2,,,,,,,,,,,,,,1,2,2,2,2,2,1,2,2,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,3,2,1,2,,,,2,,,,1,2,2,,,1,2,,,,,,,2,2,,,,,2,,,,,,3,3,3,5,,2,,0,0,4,4,4,4,2,5,1,1,0,0
"Morocco","MAR",209653278,0.350537385785578,2,47,3,4,1,,1,1,0,2,2,1,2,,2,2,2,,,,1,1,1,1,1,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,2,2,2,,1,2,2,1,1,,,1,2,1,1,1,1,2,1,,,2,,,,,,,1,2,2,2,2,1,1,1,2,2,1,,3,3,3,3,,1,,0,0,4,1,4,2,1,1,1,1,1,0
"Morocco","MAR",159123566,0.316192365946468,2,25,2,2,1,,1,1,0,,,1,2,,2,2,2,,,,1,2,2,,2,,,,,,,,,,,,,,2,,,2,2,2,,,,2,2,,2,1,2,1,,2,1,1,2,,,,1,2,1,2,1,2,2,,,1,2,,,,,,,1,2,2,2,1,,2,,,,,,1,1,1,1,4,1,,1,1,4,2,4,4,2,3,1,1,0,0
